valence,target,acousticness,danceability,energy,instrumentalness,loudness,tempo
0.289,0,0.157,0.211,0.649,0.0,-7.28,150.11
0.547,0,0.196,0.305,0.726,0.0,-6.375,82.673
0.169,0,0.000127,0.237,0.99,0.0914,-3.331,151.545
0.0703,0,1.51e-05,0.455,0.994,0.0012,-4.584,125.035
0.129,0,7.94e-06,0.236,0.981,0.874,-2.635,160.114
0.064,0,0.00256,0.468,0.998,0.0,-0.994,140.003
0.451,0,0.000102,0.476,0.962,0.106,-4.023,145.947
0.323,0,8.35e-06,0.226,0.553,0.0379,-9.169,129.255
0.362,0,0.00105,0.495,0.955,0.0551,-4.181,130.002
0.231,0,5.83e-05,0.296,0.983,0.146,-2.999,115.003
0.142,0,1.84e-05,0.474,0.925,0.901,-3.539,139.97
0.26,0,0.000168,0.406,0.936,0.242,-4.564,139.922
0.183,0,8.12e-05,0.173,0.927,0.23,-5.22,99.131
0.153,0,1.01e-05,0.404,0.989,0.556,-1.374,94.291
0.0399,0,0.000393,0.456,0.97,0.0432,-4.655,124.976
0.199,0,0.0147,0.242,0.96,0.0562,-4.112,169.896
0.186,0,4.42e-05,0.472,0.942,0.823,-3.954,150.005
0.116,0,2.95e-05,0.227,0.921,0.792,-6.149,175.167
0.292,0,5.73e-05,0.444,0.943,0.00704,-4.955,119.945
0.11,0,8.53e-05,0.17,0.866,0.976,-7.304,117.539
0.149,0,4.19e-05,0.276,0.919,0.181,-3.773,116.038
0.191,0,6.49e-05,0.401,0.988,0.116,-4.104,155.356
0.245,0,7.53e-05,0.398,0.974,0.0076,-2.823,129.983
0.15,0,0.000696,0.566,0.986,0.0164,-5.016,127.515
0.102,0,0.000103,0.39,0.978,0.941,-4.209,100.221
0.131,0,2.67e-05,0.336,0.983,0.00362,-1.812,113.711
0.146,0,0.00545,0.48,0.984,0.283,-5.718,130.02
0.201,0,0.000273,0.285,0.989,0.797,-4.407,140.019
0.0533,0,4.95e-05,0.428,0.997,0.955,-3.587,149.998
0.11,0,0.000283,0.256,0.98,0.0196,-5.107,94.99
0.14,0,0.000102,0.491,0.928,0.363,-3.866,132.973
0.102,0,0.000673,0.274,0.925,0.156,-5.204,161.25
0.0658,0,0.00125,0.217,0.98,0.00139,-3.332,139.024
0.316,0,4.58e-05,0.261,0.863,7.33e-06,-7.199,108.347
0.194,0,1.35e-05,0.517,0.991,1.44e-05,-2.406,120.026
0.16,0,0.000482,0.258,0.905,0.000489,-4.897,112.94
0.165,0,1.2e-05,0.484,0.98,0.188,-1.939,119.997
0.0536,0,6.56e-05,0.387,0.967,0.226,-3.335,129.904
0.0914,0,0.00029,0.424,0.992,2.13e-05,-2.976,145.144
0.172,0,0.000111,0.45,0.986,0.251,-2.384,159.976
0.16,0,2.13e-05,0.222,0.985,0.00644,-4.105,136.227
0.448,0,5.4e-05,0.455,0.973,0.00193,-4.597,102.076
0.134,0,0.000123,0.398,0.955,0.458,-3.39,100.03
0.254,0,8.8e-06,0.399,0.877,0.358,-5.418,112.351
0.372,0,3.28e-05,0.401,0.921,0.753,-3.287,102.035
0.114,0,1.94e-05,0.209,0.955,0.0118,-4.527,199.988
0.17,0,1.56e-05,0.493,0.964,0.00733,-3.079,110.005
0.273,0,0.00115,0.339,0.958,1.56e-05,-2.909,128.806
0.154,0,5.32e-05,0.458,0.957,8.97e-05,-6.16,120.006
0.251,0,1.45e-05,0.263,0.896,0.876,-8.048,113.106
0.245,0,0.00192,0.482,0.968,0.000454,-4.395,114.001
0.156,0,2.21e-05,0.379,0.979,0.877,-3.77,140.029
0.431,0,2.05e-05,0.535,0.974,0.000149,-3.566,116.956
0.372,0,1.69e-05,0.329,0.993,0.641,-3.416,116.461
0.119,0,4.55e-05,0.162,0.957,0.867,-6.229,96.822
0.0637,0,5.41e-06,0.389,0.985,0.954,-2.795,135.019
0.334,0,0.00631,0.636,0.802,4.14e-05,-2.168,139.815
0.566,0,0.0145,0.716,0.972,3.22e-05,-2.302,110.026
0.232,0,0.0049,0.596,0.921,0.00019,-2.5,139.969
0.332,0,0.00075,0.616,0.946,0.0777,-2.876,127.992
0.493,0,0.0106,0.633,0.926,0.54,-4.749,140.037
0.22,0,0.0012,0.605,0.92,0.000596,-2.298,174.974
0.0622,0,0.654,0.176,0.479,0.591,-7.471,100.831
0.0703,0,0.218,0.385,0.404,1.57e-06,-6.999,146.128
0.396,0,0.328,0.68,0.593,0.0,-6.496,94.007
0.531,0,0.0171,0.726,0.889,0.00106,-4.251,119.983
0.198,0,0.773,0.741,0.219,2.84e-06,-11.944,101.78
0.431,0,0.498,0.587,0.554,0.000663,-7.212,80.013
0.174,0,2.54e-05,0.321,0.751,0.235,-4.655,110.182
0.275,0,0.263,0.697,0.692,0.0,-5.34,124.829
0.519,0,0.712,0.483,0.524,0.0,-3.92,91.878
0.261,0,0.285,0.498,0.436,0.0,-4.592,79.871
0.493,0,0.0262,0.635,0.575,0.00337,-8.8,159.913
0.93,0,0.364,0.819,0.677,0.0313,-5.703,94.975
0.327,0,0.564,0.676,0.508,0.000142,-7.515,106.015
0.24,0,0.873,0.657,0.427,0.0,-6.879,144.014
0.223,0,0.0989,0.483,0.747,0.000409,-4.363,80.117
0.572,0,0.264,0.62,0.529,0.0,-5.333,94.951
0.468,0,0.669,0.751,0.489,3.57e-06,-5.418,140.013
0.375,0,0.765,0.767,0.445,0.000727,-8.527,119.923
0.575,0,0.164,0.844,0.32,0.0,-9.532,125.927
0.397,0,0.253,0.743,0.886,0.00267,-3.503,109.961
0.655,0,0.107,0.54,0.408,0.000811,-11.899,159.813
0.184,0,0.224,0.657,0.536,0.00432,-7.073,119.95
0.621,0,0.532,0.549,0.451,3.44e-05,-10.302,85.296
0.286,0,0.859,0.762,0.277,0.0,-9.263,109.689
0.267,0,0.837,0.214,0.484,9.66e-05,-5.44,81.625
0.881,0,0.0219,0.63,0.684,0.00108,-6.74,142.952
0.241,0,0.806,0.35,0.347,4.37e-06,-6.154,146.661
0.729,0,0.439,0.892,0.443,0.0,-6.181,107.984
0.569,0,0.881,0.764,0.177,3.34e-05,-13.596,115.697
0.334,0,0.0117,0.432,0.761,2.88e-05,-4.126,138.004
0.283,0,0.423,0.7,0.425,1.72e-06,-9.52,95.058
0.0827,0,0.00922,0.453,0.678,5.11e-05,-7.291,131.936
0.125,0,0.414,0.574,0.51,0.000213,-7.63,121.989
0.818,0,0.705,0.894,0.161,0.0033,-14.311,104.968
0.825,0,0.368,0.717,0.844,1.93e-05,-5.363,110.023
0.718,0,0.289,0.712,0.625,0.0,-8.832,100.004
0.692,0,0.138,0.768,0.743,0.00128,-6.09,89.983
0.625,0,0.909,0.489,0.173,0.0,-9.827,121.054
0.516,0,0.508,0.597,0.575,0.0,-3.705,85.018
0.377,0,0.772,0.598,0.515,4.91e-06,-4.695,117.762
0.47,0,0.286,0.616,0.387,0.0,-6.079,81.856
0.378,0,0.0805,0.766,0.602,0.765,-8.388,100.042
0.33,0,0.804,0.792,0.15,1.3e-05,-15.644,83.625
0.584,0,0.805,0.709,0.29,0.0,-11.092,90.046
0.114,0,0.858,0.679,0.126,0.000102,-10.562,129.75
0.506,0,0.175,0.581,0.312,5.57e-05,-8.984,181.893
0.284,0,0.578,0.652,0.512,7.49e-06,-7.062,104.98
0.401,0,0.654,0.73,0.418,7.51e-05,-6.735,139.888
0.354,0,0.663,0.719,0.478,0.000886,-9.58,77.996
0.296,0,0.827,0.524,0.392,0.0,-8.938,145.88
0.342,0,0.503,0.41,0.648,0.0,-4.469,60.391
0.162,0,0.947,0.483,0.199,0.0,-11.37,78.103
0.731,0,0.461,0.59,0.568,0.0562,-8.332,153.113
0.471,0,0.302,0.696,0.521,0.0,-8.465,100.0
0.564,0,0.0752,0.504,0.705,0.0,-8.205,175.483
0.413,0,0.358,0.894,0.284,0.000487,-13.002,138.944
0.181,0,0.361,0.653,0.409,0.00012,-11.446,174.324
0.31,0,0.331,0.889,0.393,8.67e-06,-10.821,128.065
0.299,0,0.0451,0.592,0.701,0.0,-4.014,129.501
0.254,0,0.0242,0.589,0.658,0.0,-5.288,77.521
0.513,0,0.00375,0.7,0.693,0.0,-6.553,133.981
0.334,0,0.0415,0.37,0.87,0.0,-2.09,79.092
0.312,0,0.214,0.523,0.783,0.0,-3.755,117.264
0.393,0,0.00895,0.434,0.785,0.0,-4.169,106.926
0.399,0,0.0123,0.481,0.716,0.0,-5.996,78.829
0.35,0,0.00612,0.729,0.838,0.0,-4.476,136.869
0.448,0,0.00589,0.662,0.808,0.0,-3.06,76.493
0.298,0,0.00184,0.541,0.609,0.0,-3.715,158.314
0.159,0,0.0084,0.629,0.7,0.0,-6.212,85.814
0.615,0,0.0273,0.501,0.775,0.0,-6.248,85.929
0.516,0,0.00755,0.54,0.82,0.0,-3.824,78.063
0.703,0,0.0171,0.801,0.642,0.000946,-5.926,126.013
0.403,0,0.033,0.707,0.929,0.205,-4.199,123.004
0.16,0,0.306,0.696,0.795,7.72e-06,-4.892,126.186
0.679,0,0.00551,0.562,0.885,0.805,-3.096,145.06
0.335,0,0.0171,0.47,0.863,0.143,-6.52,170.137
0.706,0,0.0227,0.726,0.929,0.379,-7.146,123.036
0.331,0,0.00121,0.984,0.941,0.0539,-4.56,122.003
0.323,0,0.135,0.72,0.643,0.812,-7.691,122.012
0.278,0,0.00613,0.473,0.885,0.00023,-3.42,149.698
0.598,0,0.00101,0.466,0.943,0.0,-3.545,113.457
0.554,0,0.588,0.614,0.792,0.0,-3.528,154.823
0.682,0,0.00433,0.775,0.883,0.346,-5.83,125.006
0.0348,0,0.0362,0.67,0.792,0.881,-8.211,128.018
0.523,0,0.643,0.549,0.816,1.38e-06,-5.044,109.774
0.307,0,0.00145,0.715,0.964,0.468,-4.71,128.059
0.353,0,0.0771,0.466,0.849,2.89e-06,-3.85,183.76
0.615,0,0.000679,0.503,0.989,0.542,-0.787,174.012
0.328,0,0.00518,0.718,0.944,0.477,-5.041,125.004
0.423,0,0.0987,0.443,0.727,9.35e-06,-5.171,74.827
0.122,0,0.00576,0.396,0.821,0.000424,-3.826,171.927
0.479,0,0.044,0.597,0.832,2.96e-05,-5.48,162.03
0.428,0,0.291,0.675,0.929,0.00724,-2.578,140.006
0.474,0,0.0256,0.559,0.854,2.61e-06,-3.923,156.008
0.692,0,0.0235,0.714,0.851,0.00697,-3.387,128.004
0.454,0,0.325,0.531,0.769,0.0,-2.881,77.351
0.401,0,0.149,0.738,0.646,0.00157,-5.384,125.923
0.201,0,0.0214,0.587,0.772,0.698,-4.439,127.978
0.629,0,0.316,0.519,0.829,0.0,-5.121,123.659
0.304,0,0.139,0.718,0.89,0.00103,-3.931,124.943
0.639,0,0.474,0.871,0.893,0.852,-3.774,126.016
0.174,0,0.108,0.641,0.676,0.0,-4.461,119.108
0.335,0,0.265,0.677,0.778,0.0,-5.19,97.97
0.111,0,0.158,0.633,0.964,0.0159,-3.573,124.022
0.403,0,0.0144,0.529,0.739,0.000255,-5.356,149.915
0.53,0,0.282,0.738,0.818,0.000543,-3.652,139.998
0.564,0,0.0238,0.303,0.879,3.84e-05,-4.748,80.329
0.225,0,0.128,0.617,0.524,0.00438,-8.885,142.046
0.196,0,0.056,0.164,0.878,0.0617,-4.953,171.908
0.473,0,0.00129,0.823,0.815,0.0494,-3.947,125.989
0.206,0,0.0165,0.597,0.952,0.145,-3.586,127.907
0.579,0,0.0705,0.71,0.884,0.0,-1.258,149.995
0.679,0,0.00931,0.715,0.989,0.109,-1.723,128.054
0.209,0,0.0126,0.604,0.796,0.0,-2.416,127.991
0.411,0,0.00173,0.548,0.811,3.56e-05,-3.985,155.08
0.188,0,0.0509,0.546,0.737,1.68e-05,-3.794,97.9
0.508,0,0.125,0.72,0.746,0.000476,-5.567,124.045
0.338,0,0.000817,0.68,0.941,0.621,-8.093,124.035
0.217,0,0.0143,0.626,0.748,0.0,-5.899,121.067
0.382,0,0.0107,0.723,0.784,0.772,-5.547,128.027
0.263,0,0.131,0.522,0.86,0.0209,-3.773,128.019
0.811,0,0.0533,0.599,0.667,0.0,-4.267,80.984
0.694,0,0.0521,0.719,0.657,0.0,-4.588,122.02
0.41,0,0.00461,0.615,0.638,0.00979,-5.341,106.002
0.923,0,0.00647,0.695,0.818,4.87e-06,-5.379,119.965
0.5,0,0.00064,0.375,0.93,0.0,-2.631,147.124
0.655,0,0.166,0.766,0.771,2.51e-06,-4.358,113.946
0.443,0,0.0105,0.615,0.564,0.0,-6.384,103.006
0.809,0,0.0121,0.692,0.896,6.59e-05,-4.017,134.056
0.706,0,0.0771,0.709,0.782,4.71e-06,-3.526,102.032
0.458,0,0.000569,0.624,0.673,1.54e-06,-4.017,121.986
0.777,0,0.101,0.867,0.487,0.0,-5.872,101.959
0.465,0,0.217,0.62,0.713,3.3e-06,-4.753,137.957
0.38,0,0.57,0.629,0.572,0.0,-7.733,100.015
0.443,0,0.00377,0.61,0.747,0.0,-4.25,129.976
0.673,0,0.0156,0.841,0.639,0.0654,-6.052,99.002
0.648,0,0.186,0.509,0.712,0.0,-5.747,99.831
0.504,0,0.00466,0.722,0.614,0.0,-7.549,154.903
0.845,0,0.0506,0.776,0.741,0.0,-5.804,120.079
0.462,0,0.127,0.698,0.882,0.0,-3.078,106.083
0.685,0,0.267,0.732,0.629,0.0,-4.64,91.7
0.647,0,0.242,0.592,0.763,0.0,-3.334,180.084
0.539,0,0.393,0.602,0.707,0.0,-4.097,75.09
0.044,0,0.0219,0.568,0.69,2.3e-05,-5.034,130.12
0.501,0,0.0913,0.769,0.631,0.0,-6.769,100.968
0.195,0,0.0261,0.555,0.645,0.0,-5.799,140.911
0.313,0,0.0909,0.583,0.729,2.02e-05,-4.525,144.994
0.531,0,0.0182,0.836,0.71,2.23e-05,-5.185,119.952
0.321,0,0.0018,0.598,0.748,0.000196,-6.239,130.057
0.273,0,0.00477,0.585,0.614,0.000155,-5.594,114.059
0.586,0,0.214,0.626,0.695,0.0,-6.528,154.023
0.309,0,0.0418,0.505,0.705,0.0,-6.097,126.021
0.322,0,0.48,0.414,0.469,0.0,-7.583,139.401
0.263,0,0.0234,0.556,0.802,0.0,-5.089,176.003
0.411,0,0.242,0.587,0.659,0.0,-6.406,150.026
0.447,0,0.559,0.628,0.694,0.0,-3.909,130.057
0.205,0,0.92,0.442,0.124,0.605,-22.227,65.003
0.229,0,0.89,0.475,0.0588,0.0238,-17.464,115.642
0.23,0,0.915,0.487,0.135,0.00353,-11.211,105.854
0.159,0,0.922,0.535,0.107,0.649,-18.989,102.186
0.15,0,0.941,0.349,0.227,0.819,-12.298,100.449
0.171,0,0.935,0.428,0.187,0.853,-21.001,108.962
0.171,0,0.859,0.456,0.257,0.475,-16.877,104.311
0.0718,0,0.871,0.421,0.0867,0.429,-18.732,95.438
0.0728,0,0.95,0.34,0.237,0.927,-14.901,162.892
0.235,0,0.973,0.478,0.0757,0.939,-20.847,76.952
0.16,0,0.854,0.46,0.141,0.885,-14.994,168.807
0.259,0,0.957,0.356,0.0937,0.096,-16.64,86.669
0.186,0,0.974,0.385,0.0562,0.532,-14.812,116.666
0.154,0,0.958,0.4,0.144,0.878,-15.52,120.329
0.066,0,0.967,0.296,0.0709,0.804,-14.832,95.028
0.227,0,0.914,0.425,0.136,0.921,-17.382,168.527
0.0728,0,0.988,0.479,0.146,0.692,-14.319,111.643
0.0877,0,0.886,0.466,0.0753,0.927,-18.864,87.791
0.276,0,0.986,0.371,0.0295,0.937,-22.038,82.313
0.155,0,0.94,0.317,0.0302,0.298,-30.447,47.859
0.205,0,0.946,0.505,0.159,0.0127,-11.235,59.385
0.296,0,0.929,0.55,0.249,0.828,-15.919,121.37
0.0591,0,0.623,0.47,0.156,0.187,-17.036,118.176
0.19,0,0.992,0.447,0.163,0.776,-14.835,74.933
0.22,0,0.921,0.445,0.223,0.884,-17.402,110.821
0.155,0,0.81,0.421,0.0161,0.0021,-25.358,110.926
0.311,0,0.99,0.326,0.0575,0.887,-16.5,127.397
0.176,0,0.87,0.446,0.242,0.497,-14.152,126.681
0.173,0,0.823,0.526,0.17,0.777,-13.089,117.414
0.172,0,0.965,0.445,0.0978,0.915,-26.924,117.283
0.103,0,0.924,0.533,0.148,0.932,-18.275,63.637
0.0999,0,0.761,0.383,0.131,0.194,-17.764,98.606
0.102,0,0.846,0.569,0.117,0.852,-22.741,60.483
0.38,0,0.961,0.484,0.0291,0.474,-23.363,98.434
0.192,0,0.986,0.388,0.0354,0.956,-25.766,143.514
0.0581,0,0.857,0.364,0.114,0.635,-16.552,117.715
0.257,0,0.967,0.539,0.0678,0.168,-18.039,124.105
0.0906,0,0.971,0.45,0.0437,0.88,-29.46,63.938
0.132,0,0.886,0.386,0.125,0.878,-19.892,78.553
0.108,0,0.868,0.42,0.105,0.587,-20.502,99.873
0.312,0,0.971,0.428,0.212,0.73,-15.442,98.096
0.0623,0,0.96,0.32,0.156,0.904,-12.258,159.618
0.0746,0,0.96,0.411,0.0416,0.925,-23.23,97.96
0.134,0,0.748,0.52,0.0748,0.633,-24.477,107.327
0.0513,0,0.905,0.42,0.0802,0.857,-21.795,122.041
0.0621,0,0.912,0.399,0.307,0.623,-14.38,116.308
0.221,0,0.937,0.428,0.3,0.658,-8.885,122.667
0.19,0,0.717,0.423,0.158,0.0075,-15.59,106.974
0.198,0,0.93,0.336,0.328,0.732,-15.005,184.007
0.19,0,0.903,0.257,0.216,0.134,-16.266,65.125
0.172,0,0.901,0.368,0.14,0.874,-15.005,61.758
0.0706,0,0.195,0.323,0.118,0.694,-22.751,79.554
0.289,0,0.978,0.575,0.0935,0.452,-15.906,65.23
0.183,0,0.91,0.421,0.0967,0.415,-16.441,77.401
0.246,0,0.936,0.358,0.16,0.34,-12.658,179.955
0.152,0,0.918,0.331,0.0861,0.902,-21.226,107.436
0.473,0,0.971,0.633,0.12,0.871,-20.066,115.51
0.121,0,0.899,0.461,0.0389,0.015,-20.482,109.374
0.125,0,0.827,0.458,0.217,0.805,-16.582,107.506
0.189,0,0.972,0.448,0.0532,0.876,-27.35,99.757
0.368,0,0.97,0.509,0.0461,0.911,-10.693,132.709
0.128,0,0.949,0.386,0.148,0.792,-18.921,94.88
0.23,0,0.973,0.407,0.106,0.0762,-19.078,94.231
0.301,0,0.967,0.384,0.0544,0.964,-19.791,181.262
0.235,0,0.978,0.514,0.0814,0.00873,-17.149,64.97
0.622,0,0.577,0.848,0.465,0.0543,-9.029,94.02
0.89,0,0.144,0.736,0.616,2.29e-06,-8.016,101.966
0.879,0,0.652,0.865,0.548,0.0161,-7.379,109.989
0.561,0,0.311,0.677,0.738,0.000144,-6.287,98.963
0.85,0,0.273,0.784,0.587,0.0107,-6.361,107.999
0.289,0,0.83,0.534,0.582,0.0,-6.22,186.346
0.932,0,0.826,0.876,0.301,0.0,-7.866,69.009
0.592,0,0.791,0.718,0.315,0.0,-13.869,96.981
0.673,0,0.0071,0.498,0.721,0.0,-6.695,93.31
0.947,0,0.0336,0.89,0.891,0.0,-5.542,119.993
0.441,0,0.649,0.603,0.355,0.0,-9.624,111.405
0.598,0,0.519,0.567,0.436,0.0,-9.45,97.206
0.935,0,0.147,0.554,0.844,7.27e-06,-7.763,159.119
0.972,0,0.461,0.873,0.511,1.22e-06,-12.303,127.93
0.545,0,0.741,0.941,0.256,1.06e-05,-11.478,110.082
0.722,0,0.809,0.802,0.288,0.0,-11.372,119.882
0.851,0,0.278,0.693,0.578,1.52e-06,-11.129,78.158
0.183,0,0.995,0.471,0.0148,0.934,-33.097,102.271
0.0855,0,0.915,0.277,0.0156,0.00654,-24.801,117.119
0.0857,0,0.995,0.333,0.0288,0.819,-31.367,100.189
0.205,0,0.971,0.338,0.0539,0.328,-21.863,103.861
0.0588,0,0.953,0.156,0.023,0.338,-31.082,140.715
0.199,0,0.993,0.294,0.142,0.912,-20.374,94.296
0.0484,0,0.913,0.152,0.0626,0.00204,-20.947,137.174
0.0559,0,0.983,0.236,0.0632,0.452,-21.189,133.959
0.0886,0,0.951,0.173,0.0619,0.526,-20.788,72.695
0.119,0,0.991,0.295,0.0918,0.884,-22.769,98.939
0.518,0,0.0841,0.757,0.867,0.0992,-2.529,125.962
0.487,0,0.0319,0.514,0.862,0.171,-6.329,126.112
0.239,0,0.0682,0.412,0.83,0.00739,-4.976,127.894
0.281,0,0.00623,0.654,0.728,0.404,-8.477,130.006
0.102,0,0.043,0.638,0.828,0.0,-4.53,122.037
0.16,0,0.0316,0.591,0.881,0.00203,-4.073,128.076
0.292,0,0.059,0.624,0.732,0.0142,-6.372,132.025
0.311,0,0.282,0.369,0.801,0.0,-5.302,128.09
0.0727,0,0.0058,0.704,0.962,0.128,-3.095,127.997
0.19,0,0.141,0.48,0.878,0.0,-6.59,136.006
0.354,0,0.0086,0.707,0.471,0.00839,-7.667,125.014
0.247,0,0.00732,0.623,0.975,0.16,-2.632,125.94
0.213,0,0.00837,0.184,0.871,0.167,-3.245,127.972
0.617,0,0.024,0.691,0.951,0.0412,-4.989,126.989
0.167,0,0.00259,0.66,0.652,0.0,-4.747,127.977
0.113,0,0.00338,0.569,0.896,0.958,-3.114,128.083
0.766,0,0.00689,0.798,0.809,0.0765,-5.898,120.044
0.211,0,0.475,0.539,0.936,0.104,-3.803,128.015
0.234,0,0.00695,0.583,0.748,0.0241,-4.798,142.029
0.577,0,0.0362,0.56,0.916,0.000963,-3.328,144.933
0.406,0,0.0144,0.507,0.665,0.0,-7.598,126.879
0.222,0,0.00164,0.703,0.684,0.000378,-6.532,126.027
0.114,0,0.00136,0.526,0.861,0.732,-5.871,128.032
0.132,0,0.0124,0.412,0.871,0.000128,-4.893,125.043
0.394,0,0.0168,0.737,0.614,0.0534,-6.001,127.987
0.0744,0,8.45e-05,0.649,0.706,0.831,-7.209,128.032
0.564,0,0.0896,0.49,0.811,0.0,-2.524,125.965
0.0605,0,0.00429,0.502,0.756,0.769,-6.118,128.125
0.667,0,0.241,0.713,0.81,0.0,-3.353,130.006
0.208,0,0.00338,0.575,0.913,0.816,-6.081,128.014
0.763,0,0.0375,0.747,0.877,0.000833,-3.782,107.991
0.483,0,0.021,0.719,0.81,0.672,-4.769,126.033
0.185,0,0.0732,0.509,0.729,2.73e-05,-4.773,127.871
0.293,0,0.0663,0.393,0.94,0.00264,-3.894,129.958
0.47,0,0.0534,0.605,0.873,0.837,-5.938,126.026
0.161,0,0.0291,0.589,0.651,3.2e-06,-5.097,90.011
0.212,0,0.0344,0.561,0.771,0.000151,-5.533,128.025
0.331,0,0.09,0.692,0.898,0.941,-5.276,127.993
0.352,0,0.00233,0.672,0.785,0.127,-4.473,122.999
0.463,0,0.00626,0.691,0.721,0.000562,-6.206,117.021
0.197,0,0.000552,0.841,0.673,0.419,-7.361,127.006
0.349,0,0.031,0.51,0.747,0.0,-4.124,125.951
0.182,0,0.0583,0.516,0.786,1.77e-06,-5.514,130.069
0.271,0,0.00346,0.723,0.809,0.00123,-3.081,98.007
0.57,0,0.00354,0.568,0.928,0.0211,-3.556,122.997
0.144,0,0.0028,0.476,0.815,0.00593,-5.073,127.964
0.157,0,0.00388,0.605,0.642,0.598,-7.002,125.967
0.364,0,0.0856,0.605,0.884,0.000162,-3.094,125.989
0.141,0,0.00273,0.408,0.849,3.04e-05,-5.284,174.029
0.0473,0,0.00158,0.598,0.534,0.124,-5.666,115.005
0.102,0,0.0344,0.529,0.955,4.55e-05,-2.59,125.988
0.236,0,0.00481,0.475,0.838,0.0,-2.948,127.921
0.561,0,0.0111,0.668,0.977,0.17,-2.673,128.06
0.533,0,0.0178,0.69,0.841,0.79,-5.592,130.052
0.39,0,0.0268,0.624,0.923,0.000228,-5.449,124.994
0.356,0,0.0711,0.719,0.737,0.00285,-5.219,127.991
0.558,0,0.0107,0.631,0.893,0.00632,-5.123,130.015
0.23,0,0.0024,0.54,0.933,0.954,-6.784,123.988
0.255,0,0.306,0.546,0.772,0.0,-5.311,127.942
0.326,0,0.00281,0.608,0.878,4.83e-06,-3.631,128.069
0.482,0,0.0294,0.591,0.649,0.0,-6.72,90.002
0.644,0,0.0314,0.559,0.882,1.71e-05,-4.281,126.064
0.392,0,0.0243,0.631,0.838,0.0,-6.817,127.938
0.185,0,0.0002,0.55,0.747,1.44e-06,-6.897,128.014
0.551,0,0.0082,0.581,0.526,0.000369,-7.584,166.151
0.933,0,0.0359,0.761,0.639,0.0,-7.577,164.088
0.814,0,0.157,0.715,0.721,1.75e-06,-5.622,86.26
0.81,0,0.27,0.67,0.348,0.0,-12.229,113.306
0.0995,0,0.0757,0.572,0.853,0.0,-3.203,171.297
0.365,0,0.114,0.858,0.697,0.0,-5.361,98.012
0.4,0,0.000175,0.537,0.624,2.2e-06,-8.794,102.315
0.879,0,0.0583,0.688,0.835,2.87e-06,-4.162,84.858
0.518,0,0.00436,0.578,0.909,0.00128,-3.672,87.983
0.275,0,0.00107,0.507,0.918,8.7e-06,-4.684,92.006
0.509,0,0.0765,0.54,0.661,0.0,-5.534,90.012
0.404,0,0.00278,0.231,0.791,0.00055,-4.297,87.337
0.339,0,4.82e-05,0.409,0.992,2.03e-06,-2.803,149.859
0.462,0,0.000285,0.458,0.99,0.000893,-3.717,166.904
0.146,0,4.24e-05,0.396,0.912,0.631,-4.026,125.923
0.247,0,1.85e-05,0.55,0.917,0.214,-4.575,109.552
0.267,0,6.04e-05,0.505,0.985,1.02e-05,-4.401,119.993
0.457,0,2.79e-05,0.351,0.915,0.0725,-4.53,184.815
0.258,0,0.00267,0.442,0.892,7.92e-06,-6.431,151.914
0.318,0,0.000353,0.42,0.929,0.000747,-3.899,127.204
0.691,0,0.0245,0.623,0.886,0.0,-3.044,92.021
0.615,0,0.00643,0.585,0.757,0.0,-5.424,109.781
0.563,0,0.0154,0.559,0.895,0.0,-4.476,183.825
0.365,0,0.00172,0.542,0.905,0.0104,-5.653,153.398
0.482,0,0.122,0.7,0.714,0.0,-6.295,99.909
0.5,0,0.119,0.64,0.533,0.0,-6.596,99.968
0.205,0,0.687,0.393,0.505,0.0,-7.048,163.938
0.458,0,0.0109,0.599,0.677,8.04e-06,-4.722,81.021
0.496,0,0.0576,0.591,0.866,0.0,-2.877,86.981
0.709,0,0.0109,0.616,0.91,0.0,-3.316,150.038
0.47,0,0.0197,0.593,0.814,0.0,-4.802,146.919
0.48,0,0.000501,0.581,0.86,0.0,-3.459,122.941
0.72,0,0.0123,0.428,0.781,1.47e-05,-5.032,82.353
0.508,0,0.799,0.66,0.255,0.0,-9.79,103.087
0.464,0,0.474,0.672,0.396,0.0,-9.489,130.015
0.504,0,0.292,0.862,0.351,0.0,-11.793,124.964
0.686,0,0.436,0.696,0.439,0.0,-9.438,135.925
0.459,0,0.167,0.631,0.591,0.0,-7.669,137.917
0.566,0,0.00634,0.637,0.507,0.0,-9.59,105.932
0.494,0,0.226,0.546,0.522,0.0,-7.113,117.299
0.521,0,0.0784,0.593,0.872,0.0,-4.525,91.964
0.773,0,0.112,0.688,0.795,0.0,-6.161,125.044
0.353,0,0.114,0.586,0.896,0.0,-4.572,94.954
0.769,0,0.101,0.403,0.883,0.0,-3.385,202.013
0.655,0,0.0987,0.614,0.857,0.0,-4.171,164.146
0.608,0,0.0735,0.531,0.771,0.0,-6.162,159.973
0.84,0,0.0273,0.599,0.888,0.0,-2.931,121.05
0.852,0,0.178,0.644,0.842,0.0,-4.787,99.05
0.689,0,0.0671,0.543,0.852,0.0,-3.737,129.023
0.292,0,0.219,0.638,0.705,0.0,-4.47,91.961
0.604,0,0.0196,0.437,0.802,0.0,-5.709,121.387
0.731,0,0.000479,0.695,0.579,0.0,-5.066,88.957
0.717,0,0.0117,0.85,0.398,0.0,-9.816,99.717
0.596,0,0.0453,0.841,0.552,0.00154,-10.345,99.018
