acousticness,danceability,duration_min,energy,instrumentalness,liveness,loudness,mode,tempo,valence,target,song_title,artist
0.559,0.628,3.319,0.694,0.0,0.0556,-3.909,0,130.057,0.447,0,Wildfire,Demi Lovato
0.92,0.442,6.81,0.124,0.605,0.21,-22.227,1,65.003,0.205,0,I'll Let You Know,David Hazeltine
0.89,0.475,3.439,0.0588,0.0238,0.129,-17.464,0,115.642,0.229,0,I'll Wait And Pray,John Coltrane
0.915,0.487,6.472,0.135,0.00353,0.686,-11.211,0,105.854,0.23,0,The Shadow of Your Smile,Scott Hamilton
0.922,0.535,4.961,0.107,0.649,0.105,-18.989,0,102.186,0.159,0,"Vid Frösö kyrka (At Frösö Church) - From Frösöblomster (Frösö Flowers) (arr. J. Ekberg, P.V. Johansson and L. Simonsson)",Trio X of Sweden
0.941,0.349,2.938,0.227,0.819,0.109,-12.298,1,100.449,0.15,0,Jackie Gets Out,Terence Blanchard
0.935,0.428,4.76,0.187,0.853,0.103,-21.001,1,108.962,0.171,0,Romance / Hommage à Milhaud,Enrico Pieranunzi
0.859,0.456,4.05,0.257,0.475,0.111,-16.877,0,104.311,0.171,0,Leave Me Here,Triosence
0.871,0.421,4.422,0.0867,0.429,0.115,-18.732,1,95.438,0.0718,0,Where We Used To Live,Esbjörn Svensson Trio
0.95,0.34,5.09,0.237,0.927,0.14,-14.901,1,162.892,0.0728,0,Mommy's Shawl,Yelena Eckemoff
0.854,0.46,4.635,0.141,0.885,0.11,-14.994,1,168.807,0.16,0,All I See is Us,Sassy Players
0.957,0.356,5.706,0.0937,0.096,0.209,-16.64,0,86.669,0.259,0,Goodbye Pork Pie Hat,Charles Mingus
0.958,0.4,6.077,0.144,0.878,0.119,-15.52,1,120.329,0.154,0,Soul in Twilight,John Moulder
0.967,0.296,5.675,0.0709,0.804,0.105,-14.832,0,95.028,0.066,0,So Lovely,Ben Wolfe
0.914,0.425,2.938,0.136,0.921,0.127,-17.382,1,168.527,0.227,0,The Sweetest Nighlife,Ellie & The Bunch
0.886,0.466,4.252,0.0753,0.927,0.0984,-18.864,1,87.791,0.0877,0,Gramercy Sunset,The Hot Sardines
0.94,0.317,3.906,0.0302,0.298,0.0792,-30.447,1,47.859,0.155,0,"I Was So Young, and You Were So Beautiful",Bill Charlap
0.946,0.505,4.916,0.159,0.0127,0.218,-11.235,0,59.385,0.205,0,Journey Into Melody - 2007 Digital Remaster,Stanley Turrentine
0.929,0.55,8.077,0.249,0.828,0.258,-15.919,0,121.37,0.296,0,I'm Glad There Is You,Bill Mobley
0.623,0.47,6.582,0.156,0.187,0.104,-17.036,1,118.176,0.0591,0,Blue Ballad,Phil Woods
0.921,0.445,6.528,0.223,0.884,0.131,-17.402,1,110.821,0.22,0,It Never Entered my Mind,Mulgrew Miller
0.81,0.421,5.629,0.0161,0.0021,0.0978,-25.358,0,110.926,0.155,0,Blue in Green,Miles Davis
0.87,0.446,8.201,0.242,0.497,0.105,-14.152,1,126.681,0.176,0,Count Your Blessings,Seamus Blake
0.823,0.526,5.369,0.17,0.777,0.114,-13.089,0,117.414,0.173,0,Good Morning Heartache,Scott Hamilton
0.965,0.445,6.609,0.0978,0.915,0.121,-26.924,1,117.283,0.172,0,Two Sleepy People,Marcus Gilmore
0.924,0.533,3.696,0.148,0.932,0.112,-18.275,1,63.637,0.103,0,Can't Help Loving,Beegie Adair
0.761,0.383,7.455,0.131,0.194,0.0973,-17.764,1,98.606,0.0999,0,The Nearness Of You,Bill Charlap
0.846,0.569,4.705,0.117,0.852,0.0978,-22.741,1,60.483,0.102,0,When Sunny Gets Blue,McCoy Tyner
0.961,0.484,6.498,0.0291,0.474,0.115,-23.363,1,98.434,0.38,0,Blue and Sentimental,Julian Dash
0.857,0.364,5.299,0.114,0.635,0.0839,-16.552,1,117.715,0.0581,0,Before It's Time To Say Goodbye,Kenny Garrett
0.967,0.539,4.911,0.0678,0.168,0.114,-18.039,1,124.105,0.257,0,Autumn Nocturne,Lou Donaldson
0.886,0.386,5.809,0.125,0.878,0.189,-19.892,0,78.553,0.132,0,Angel Eyes,"Tommy Flanagan, Ron Carter & Tony Williams"
0.868,0.42,5.606,0.105,0.587,0.0957,-20.502,1,99.873,0.108,0,Good Morning.Goodbye,Dan Cray Trio
0.96,0.32,5.423,0.156,0.904,0.0775,-12.258,1,159.618,0.0623,0,The Last Goodbye,Nicholas Payton
0.96,0.411,4.101,0.0416,0.925,0.064,-23.23,1,97.96,0.0746,0,Where Do You Start,Brad Mehldau Trio
0.748,0.52,5.694,0.0748,0.633,0.102,-24.477,1,107.327,0.134,0,The Man I Love,Marcus Roberts
0.905,0.42,4.295,0.0802,0.857,0.135,-21.795,1,122.041,0.0513,0,Gary's Theme - Remastered,Bill Evans
0.912,0.399,5.426,0.307,0.623,0.115,-14.38,1,116.308,0.0621,0,Trust,Roy Hargrove
0.937,0.428,4.002,0.3,0.658,0.168,-8.885,1,122.667,0.221,0,The Folks Who Live on the Hill,Joshua Redman
0.717,0.423,5.589,0.158,0.0075,0.0975,-15.59,0,106.974,0.19,0,All The Way,Bob Berg
0.93,0.336,5.242,0.328,0.732,0.111,-15.005,0,184.007,0.198,0,Emperor Jones - Instrumental,Joe Lovano
0.903,0.257,6.276,0.216,0.134,0.0979,-16.266,0,65.125,0.19,0,Isadora,Christian Scott
0.901,0.368,7.15,0.14,0.874,0.0688,-15.005,0,61.758,0.172,0,I Remember Clifford,Lee Morgan
0.195,0.323,4.081,0.118,0.694,0.241,-22.751,0,79.554,0.0706,0,Sous le Ciel de Paris,Jacky Terrasson
0.91,0.421,12.724,0.0967,0.415,0.218,-16.441,0,77.401,0.183,0,Gloomy Sunday,Branford Marsalis
0.936,0.358,3.542,0.16,0.34,0.0896,-12.658,0,179.955,0.246,0,I Didn't Know About You,Johnny Hodges
0.918,0.331,8.459,0.0861,0.902,0.106,-21.226,1,107.436,0.152,0,I Have Dreamed,Christian McBride
0.899,0.461,7.953,0.0389,0.015,0.0927,-20.482,1,109.374,0.121,0,Dreamsville,David Halliday
0.827,0.458,8.036,0.217,0.805,0.194,-16.582,1,107.506,0.125,0,Old Folks,Xavier Davis
0.949,0.386,9.465,0.148,0.792,0.0665,-18.921,0,94.88,0.128,0,The Peacocks,Anthony Wonsey Trio
0.967,0.384,3.434,0.0544,0.964,0.115,-19.791,1,181.262,0.301,0,A Hundred Dreams from Now,Ray Bryant
0.577,0.848,4.366,0.465,0.0543,0.101,-9.029,0,94.02,0.622,0,Moving On and Getting Over,John Mayer
0.144,0.736,3.093,0.616,2.29e-06,0.268,-8.016,1,101.966,0.89,0,Safe,Bay Ledges
0.652,0.865,4.11,0.548,0.0161,0.113,-7.379,0,109.989,0.879,0,Second Nature,Stalking Gia
0.311,0.677,3.946,0.738,0.000144,0.138,-6.287,1,98.963,0.561,0,The Best Crew,Tep No
0.273,0.784,4.441,0.587,0.0107,0.356,-6.361,1,107.999,0.85,0,Hideout,Parcels
0.83,0.534,3.971,0.582,0.0,0.125,-6.22,1,186.346,0.289,0,No Le Digas Que Hacer,Karina Vismara
0.826,0.876,0.859,0.301,0.0,0.419,-7.866,1,69.009,0.932,0,Peas Pudding Hot,The Kids Band
0.791,0.718,2.412,0.315,0.0,0.228,-13.869,1,96.981,0.592,0,Biscuits in the Oven,Raffi
0.0071,0.498,1.778,0.721,0.0,0.122,-6.695,1,93.31,0.673,0,Jelly Beans,The Hipwaders
0.0336,0.89,2.153,0.891,0.0,0.097,-5.542,1,119.993,0.947,0,My Favorite Snack,Imagination Movers
0.649,0.603,1.678,0.355,0.0,0.0952,-9.624,1,111.405,0.441,0,Curse of the Spinach,Trout Fishing in America
0.519,0.567,2.669,0.436,0.0,0.247,-9.45,1,97.206,0.598,0,Mosquito Burrito,Roger Day
0.147,0.554,3.199,0.844,7.27e-06,0.329,-7.763,1,159.119,0.935,0,C'mon Let's Make A Pizza,We Kids Rock
0.461,0.873,2.12,0.511,1.22e-06,0.0655,-12.303,1,127.93,0.972,0,Jelly On A Plate,The Kids Band
0.741,0.941,0.792,0.256,1.06e-05,0.0841,-11.478,1,110.082,0.545,0,Little Green Apple,Tumble Tots
0.809,0.802,2.606,0.288,0.0,0.0745,-11.372,1,119.882,0.722,0,Always Chew Your Food,Trout Fishing in America
0.278,0.693,1.462,0.578,1.52e-06,0.121,-11.129,1,78.158,0.851,0,"Icy, Creamy Ice Cream",Barney
0.915,0.277,4.929,0.0156,0.00654,0.148,-24.801,1,117.119,0.0855,0,"String Quartet No. 4 in C Major, D. 46: II. Andante con moto",Franz Schubert
0.953,0.156,7.633,0.023,0.338,0.165,-31.082,1,140.715,0.0588,0,"Piano Quartet in E flat, Op.47: 3. Andante cantabile",Robert Schumann
0.913,0.152,4.594,0.0626,0.00204,0.142,-20.947,1,137.174,0.0484,0,"Trio Sonata in G Major, Wq. 144: I. Adagio",Carl Philipp Emanuel Bach
0.951,0.173,10.824,0.0619,0.526,0.132,-20.788,1,72.695,0.0886,0,"String Quintet in C Major, Op. 29: II. Adagio molto espressivo",Ludwig van Beethoven
0.0841,0.757,2.921,0.867,0.0992,0.125,-2.529,0,125.962,0.518,0,Magic City,Wahlstedt
0.0319,0.514,3.079,0.862,0.171,0.119,-6.329,0,126.112,0.487,0,Livin' 4 Ya,MOTi
0.0682,0.412,4.297,0.83,0.00739,0.108,-4.976,0,127.894,0.239,0,Last Chance,Kaskade
0.00623,0.654,3.938,0.728,0.404,0.688,-8.477,0,130.006,0.281,0,Nite Time - Ruby & Tony Radio Edit,George Acosta
0.043,0.638,3.269,0.828,0.0,0.0903,-4.53,1,122.037,0.102,0,Satellites,DubVision
0.0316,0.591,3.086,0.881,0.00203,0.303,-4.073,0,128.076,0.16,0,Can't Take It,Breathe Carolina
0.059,0.624,3.131,0.732,0.0142,0.254,-6.372,0,132.025,0.292,0,All Aloud,Adrian Lux
0.282,0.369,3.126,0.801,0.0,0.266,-5.302,1,128.09,0.311,0,Close,IZECOLD
0.0058,0.704,6.286,0.962,0.128,0.22,-3.095,1,127.997,0.0727,0,Cascade - Original Mix,Tommy Trash
0.141,0.48,2.998,0.878,0.0,0.0587,-6.59,0,136.006,0.19,0,Waiting,Dash Berlin
0.0086,0.707,3.677,0.471,0.00839,0.179,-7.667,1,125.014,0.354,0,Everytime We Touch,David Guetta - Sébastian Ingrosso - Joachim Garraud - Chris Willis - Steve Angello
0.00732,0.623,3.2,0.975,0.16,0.0614,-2.632,0,125.94,0.247,0,Milky Way,Madison Mars
0.00837,0.184,3.688,0.871,0.167,0.15,-3.245,0,127.972,0.213,0,You,Galantis
0.024,0.691,6.362,0.951,0.0412,0.0316,-4.989,1,126.989,0.617,0,La Tromba Risin' (feat. Tasita D'Mour),Chris Lake
0.00259,0.66,4.248,0.652,0.0,0.0673,-4.747,1,127.977,0.167,0,Crash 2.0 (Adventure Club vs. DallasK),Adventure Club
0.00338,0.569,3.169,0.896,0.958,0.0633,-3.114,1,128.083,0.113,0,Raven,John Dahlbäck
0.00689,0.798,3.233,0.809,0.0765,0.0998,-5.898,0,120.044,0.766,0,Icarus - Black Caviar Remix,R3hab
0.475,0.539,3.492,0.936,0.104,0.106,-3.803,1,128.015,0.211,0,Wasted Love (feat. Dougy),Steve Angello
0.00695,0.583,3.887,0.748,0.0241,0.22,-4.798,1,142.029,0.234,0,Summer,Marshmello
0.0362,0.56,2.706,0.916,0.000963,0.102,-3.328,0,144.933,0.577,0,Catch Me (feat. Naaz),Flux Pavilion
0.0144,0.507,3.556,0.665,0.0,0.0759,-7.598,1,126.879,0.406,0,Save the World - Radio Mix,Swedish House Mafia
0.00164,0.703,5.782,0.684,0.000378,0.0744,-6.532,1,126.027,0.222,0,"Wild One Two - feat. David Guetta, Nicky Romero & Sia",Jack Back
0.00136,0.526,5.37,0.861,0.732,0.596,-5.871,0,128.032,0.114,0,Fire In Your New Shoes (feat. Martina of Dragonette) - Sultan & Ned Shepard Electric Daisy Remix,Kaskade
0.0124,0.412,3.424,0.871,0.000128,0.2,-4.893,0,125.043,0.132,0,Calling (Lose My Mind) - Radio Edit,Sebastian Ingrosso
0.0168,0.737,6.141,0.614,0.0534,0.0682,-6.001,0,127.987,0.394,0,Language,Porter Robinson
8.45e-05,0.649,3.567,0.706,0.831,0.163,-7.209,0,128.032,0.0744,0,Strobe - Radio Edit,deadmau5
0.0896,0.49,3.35,0.811,0.0,0.0898,-2.524,0,125.965,0.564,0,Seek Bromance (Avicii Vocal Edit) - Avicii Vocal Edit,Tim Berg
0.00429,0.502,4.141,0.756,0.769,0.377,-6.118,0,128.125,0.0605,0,Poison,Martin Garrix
0.241,0.713,3.477,0.81,0.0,0.0936,-3.353,0,130.006,0.667,0,Take Over Control - Radio Edit,Afrojack
0.00338,0.575,5.0,0.913,0.816,0.605,-6.081,1,128.014,0.208,0,Teenage Crime - Axwell & Henrik B Remode,Adrian Lux
0.0375,0.747,2.769,0.877,0.000833,0.233,-3.782,0,107.991,0.763,0,Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer
0.021,0.719,4.19,0.81,0.672,0.5,-4.769,0,126.033,0.483,0,Turn Me Up - ViP Mix,MOTi
0.0732,0.509,3.688,0.729,2.73e-05,0.233,-4.773,1,127.871,0.185,0,Together,Martin Garrix
0.0663,0.393,2.454,0.94,0.00264,0.546,-3.894,0,129.958,0.293,0,Whatcha Need,W&W
0.0534,0.605,3.332,0.873,0.837,0.314,-5.938,0,126.026,0.47,0,Levels - Radio Edit,Avicii
0.0291,0.589,3.544,0.651,3.2e-06,0.111,-5.097,1,90.011,0.161,0,Faded,Alan Walker
0.0344,0.561,3.931,0.771,0.000151,0.0756,-5.533,1,128.025,0.212,0,Move for Me,Kaskade
0.09,0.692,3.062,0.898,0.941,0.478,-5.276,1,127.993,0.331,0,Turn up the Speakers - Radio Edit,Afrojack
0.00233,0.672,4.917,0.785,0.127,0.111,-4.473,1,122.999,0.352,0,Counting Down The Days - Yotto Edit,Above & Beyond
0.00626,0.691,3.388,0.721,0.000562,0.297,-6.206,1,117.021,0.463,0,Summer Dreams,Michael Brun
0.000552,0.841,8.088,0.673,0.419,0.228,-7.361,0,127.006,0.197,0,Changes - Dirty South Remix,Chris Lake Feat. Laura V
0.031,0.51,3.5,0.747,0.0,0.233,-4.124,1,125.951,0.349,0,Heroes (we could be),Alesso
0.0583,0.516,2.908,0.786,1.77e-06,0.662,-5.514,0,130.069,0.182,0,Everything,R3hab
0.00346,0.723,2.943,0.809,0.00123,0.565,-3.081,0,98.007,0.271,0,Lean On (feat. MØ & DJ Snake),Major Lazer
0.00354,0.568,3.267,0.928,0.0211,0.478,-3.556,1,122.997,0.57,0,Starlight - Radio Mix,SOVI
0.0028,0.476,3.781,0.815,0.00593,0.357,-5.073,1,127.964,0.144,0,City Of Dreams - Radio Edit,Dirty South
0.00388,0.605,5.429,0.642,0.598,0.102,-7.002,1,125.967,0.157,0,Chords Of Life - Original Mix,Tim Mason
0.0856,0.605,3.917,0.884,0.000162,0.0501,-3.094,0,125.989,0.364,0,Blackout - Madison Mars Radio Mix,Tritonal
0.00273,0.408,4.128,0.849,3.04e-05,0.139,-5.284,0,174.029,0.141,0,Freak,Friction
0.00158,0.598,6.392,0.534,0.124,0.319,-5.666,0,115.005,0.0473,0,Skyscrapers,Daydreamer
0.0344,0.529,3.701,0.955,4.55e-05,0.353,-2.59,0,125.988,0.102,0,Chemicals - Radio Edit,Tiësto
0.00481,0.475,3.75,0.838,0.0,0.304,-2.948,0,127.921,0.236,0,Run Wild - Alternative Edit Mix Cut,Hardwell
0.0111,0.668,3.539,0.977,0.17,0.363,-2.673,1,128.06,0.561,0,Blackout,Pegboard Nerds
0.0178,0.69,3.847,0.841,0.79,0.137,-5.592,0,130.052,0.533,0,Rock The House - Radio Edit,Afrojack
0.0268,0.624,2.624,0.923,0.000228,0.0509,-5.449,0,124.994,0.39,0,Sweet Memories,CID
0.0711,0.719,5.226,0.737,0.00285,0.304,-5.219,1,127.991,0.356,0,Borrowed Lives (feat. NVDES),Pierce Fulton
0.0107,0.631,3.917,0.893,0.00632,0.147,-5.123,1,130.015,0.558,0,Concrete Angel (Radio Edit) (feat. Christina Novelli),Gareth Emery
0.0024,0.54,3.355,0.933,0.954,0.371,-6.784,1,123.988,0.23,0,Yebisah,Mark Knight
0.306,0.546,3.188,0.772,0.0,0.0733,-5.311,0,127.942,0.255,0,Otherside,Suyano
0.00281,0.608,3.657,0.878,4.83e-06,0.415,-3.631,1,128.069,0.326,0,Falling Back - Radio Edit,Cosmic Gate
0.0294,0.591,3.806,0.649,0.0,0.133,-6.72,1,90.002,0.482,0,Fireflies,Owl City
0.0314,0.559,3.432,0.882,1.71e-05,0.605,-4.281,1,126.064,0.644,0,Good Time,Owl City
0.0243,0.631,3.635,0.838,0.0,0.0512,-6.817,0,127.938,0.392,0,When Can I See You Again?,Owl City
0.0002,0.55,3.55,0.747,1.44e-06,0.113,-6.897,1,128.014,0.185,0,Verge,Owl City
0.0082,0.581,3.862,0.526,0.000369,0.113,-7.584,1,166.151,0.551,0,Vanilla Twilight,Owl City
0.0359,0.761,3.652,0.639,0.0,0.0945,-7.577,0,164.088,0.933,0,You Make Me Wanna...,Usher
0.157,0.715,4.622,0.721,1.75e-06,0.309,-5.622,0,86.26,0.814,0,Can't You See,Total
0.27,0.67,4.236,0.348,0.0,0.104,-12.229,1,113.306,0.81,0,Lost Without U,Robin Thicke
0.0757,0.572,4.965,0.853,0.0,0.0798,-3.203,1,171.297,0.0995,0,'Till I Collapse,Eminem
0.114,0.858,4.847,0.697,0.0,0.224,-5.361,1,98.012,0.365,0,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky
0.000175,0.537,2.124,0.624,2.2e-06,0.116,-8.794,1,102.315,0.4,0,Calm Down,G-Eazy
0.0583,0.688,3.842,0.835,2.87e-06,0.0795,-4.162,1,84.858,0.879,0,Remember The Name (feat. Styles Of Beyond),Fort Minor
0.00436,0.578,3.886,0.909,0.00128,0.707,-3.672,1,87.983,0.518,0,Mind Tricks,Bassnectar
0.00107,0.507,3.588,0.918,8.7e-06,0.311,-4.684,1,92.006,0.275,0,Help,Papa Roach
0.0765,0.54,3.852,0.661,0.0,0.125,-5.534,0,90.012,0.509,0,Follow You,Bring Me The Horizon
0.00278,0.231,3.349,0.791,0.00055,0.396,-4.297,0,87.337,0.404,0,Snow Cats,AFI
4.82e-05,0.409,3.345,0.992,2.03e-06,0.1,-2.803,0,149.859,0.339,0,Paranoia,A Day To Remember
0.000285,0.458,3.524,0.99,0.000893,0.454,-3.717,1,166.904,0.462,0,Hated,Beartooth
4.24e-05,0.396,4.285,0.912,0.631,0.124,-4.026,0,125.923,0.146,0,Shock Me,Baroness
1.85e-05,0.55,3.978,0.917,0.214,0.0333,-4.575,1,109.552,0.247,0,The Devil's Bleeding Crown,Volbeat
6.04e-05,0.505,3.663,0.985,1.02e-05,0.351,-4.401,1,119.993,0.267,0,Go Down in History,Four Year Strong
2.79e-05,0.351,2.751,0.915,0.0725,0.0972,-4.53,0,184.815,0.457,0,Serpents,Neck Deep
0.00267,0.442,3.991,0.892,7.92e-06,0.0758,-6.431,0,151.914,0.258,0,Black Honey,Thrice
0.000353,0.42,3.504,0.929,0.000747,0.122,-3.899,0,127.204,0.318,0,Chop Suey!,System Of A Down
0.0245,0.623,3.808,0.886,0.0,0.247,-3.044,1,92.021,0.691,0,Something To Believe In,Young the Giant
0.00643,0.585,3.613,0.757,0.0,0.741,-5.424,1,109.781,0.615,0,She Hates Me,Puddle Of Mudd
0.0154,0.559,3.552,0.895,0.0,0.175,-4.476,0,183.825,0.563,0,Don't Threaten Me With A Good Time,Panic! At The Disco
0.00172,0.542,3.389,0.905,0.0104,0.136,-5.653,1,153.398,0.365,0,Sex on Fire,Kings of Leon
0.122,0.7,3.905,0.714,0.0,0.0428,-6.295,0,99.909,0.482,0,Cold,Maroon 5
0.119,0.64,3.68,0.533,0.0,0.0864,-6.596,1,99.968,0.5,0,It Ain't Me (with Selena Gomez),Kygo
0.687,0.393,3.991,0.505,0.0,0.101,-7.048,1,163.938,0.205,0,Bring Me the Night,Sam Tsui feat. Kina Grannis
0.0109,0.599,3.534,0.677,8.04e-06,0.0612,-4.722,0,81.021,0.458,0,Crush,David Archuleta
0.0576,0.591,3.64,0.866,0.0,0.146,-2.877,1,86.981,0.496,0,Song 2 You,Victorious Cast
0.0109,0.616,2.993,0.91,0.0,0.0806,-3.316,0,150.038,0.709,0,L.A. Boyz,Victorious Cast feat. Victoria Justice and Ariana Grande
0.0197,0.593,3.248,0.814,0.0,0.18,-4.802,1,146.919,0.47,0,Faster than Boyz,Victorious Cast
0.000501,0.581,3.286,0.86,0.0,0.305,-3.459,1,122.941,0.48,0,Bad Boys,Victorious Cast
0.0123,0.428,3.695,0.781,1.47e-05,0.104,-5.032,0,82.353,0.72,0,"Too Little, Too Late",JoJo
0.799,0.66,5.072,0.255,0.0,0.0797,-9.79,1,103.087,0.508,0,Fast Car (feat. Kina Grannis),Kina Grannis
0.474,0.672,3.083,0.396,0.0,0.0921,-9.489,0,130.015,0.464,0,In Your Arms,Kina Grannis
0.292,0.862,2.512,0.351,0.0,0.105,-11.793,1,124.964,0.504,0,Valentine,Kina Grannis
0.436,0.696,2.62,0.439,0.0,0.353,-9.438,1,135.925,0.686,0,The One You Say Goodnight To,Kina Grannis
0.167,0.631,4.218,0.591,0.0,0.0812,-7.669,1,137.917,0.459,0,Gone,Kina Grannis
0.00634,0.637,3.253,0.507,0.0,0.386,-9.59,0,105.932,0.566,0,Strong Enough,Kina Grannis
0.226,0.546,3.854,0.522,0.0,0.129,-7.113,1,117.299,0.494,0,Without Me,Kina Grannis
0.0784,0.593,3.467,0.872,0.0,0.286,-4.525,0,91.964,0.521,0,L.A. Story,Sammy Adams
0.112,0.688,3.113,0.795,0.0,0.133,-6.161,1,125.044,0.773,0,Something About the Sunshine,Anna Margaret
0.114,0.586,2.939,0.896,0.0,0.175,-4.572,1,94.954,0.353,0,Like Nobody's Around,Big Time Rush
0.101,0.403,3.362,0.883,0.0,0.109,-3.385,1,202.013,0.769,0,Amazing,Big Time Rush
0.0987,0.614,3.351,0.857,0.0,0.177,-4.171,0,164.146,0.655,0,Boyfriend,Big Time Rush
0.0735,0.531,3.739,0.771,0.0,0.17,-6.162,1,159.973,0.608,0,Worldwide,Big Time Rush
0.0273,0.599,3.293,0.888,0.0,0.28,-2.931,0,121.05,0.84,0,Big Time Rush,Big Time Rush
0.178,0.644,3.344,0.842,0.0,0.0796,-4.787,1,99.05,0.852,0,Popular Song,MIKA
0.0671,0.543,3.066,0.852,0.0,0.0822,-3.737,1,129.023,0.689,0,All About Tonight - featuring Cymphonique Miller,How To Rock Cast
0.219,0.638,3.499,0.705,0.0,0.156,-4.47,1,91.961,0.292,0,Count On You,Big Time Rush
0.0196,0.437,2.926,0.802,0.0,0.0709,-5.709,1,121.387,0.604,0,I Know You Know,Big Time Rush
0.000479,0.695,3.636,0.579,0.0,0.0556,-5.066,1,88.957,0.731,0,Bring It All to Me,Blaque
0.0117,0.85,4.302,0.398,0.0,0.263,-9.816,1,99.717,0.717,0,Too Close,Next
0.0453,0.841,4.641,0.552,0.00154,0.0533,-10.345,1,99.018,0.596,0,I'm So Into You,SWV
0.409,0.618,4.865,0.688,6.32e-06,0.3,-5.867,0,78.311,0.561,0,Don't Let Go (Love),En Vogue
0.0029,0.583,4.518,0.681,6.03e-05,0.0999,-8.152,0,188.256,0.57,0,Candy Rain,Soul For Real
0.067,0.829,4.053,0.652,0.0,0.0812,-8.693,0,99.581,0.717,0,Wifey,Next
0.396,0.635,5.498,0.53,0.0,0.118,-8.1,1,116.631,0.204,0,On Bended Knee,Boyz II Men
0.267,0.809,4.585,0.522,1.97e-05,0.0729,-8.747,0,99.001,0.879,0,Get It On Tonite,Montell Jordan
0.074,0.642,5.815,0.421,0.0,0.0676,-9.32,0,74.849,0.453,0,End Of The Road,Boyz II Men
0.105,0.563,3.931,0.487,0.0,0.0884,-7.775,1,142.53,0.248,0,I'll Make Love To You,Boyz II Men
0.468,0.578,3.355,0.375,0.0,0.156,-12.951,1,89.605,0.561,0,Water Runs Dry,Boyz II Men
0.499,0.571,5.026,0.447,0.0,0.125,-8.757,1,75.019,0.162,0,A Song For Mama,Boyz II Men
0.0788,0.873,5.02,0.591,0.0071,0.104,-8.942,1,123.091,0.49,0,Together Again,Janet Jackson
0.135,0.729,4.539,0.914,0.000672,0.156,-4.043,1,127.907,0.918,0,Someone To Call My Lover,Janet Jackson
0.0264,0.815,4.732,0.944,0.00038,0.181,-6.698,1,115.219,0.681,0,Escapade,Janet Jackson
0.0198,0.571,3.327,0.87,6.6e-06,0.0564,-3.877,0,172.716,0.815,0,Bye Bye Bye,*NSYNC
0.3,0.55,4.438,0.563,0.0,0.122,-7.019,1,166.004,0.462,0,This I Promise You - Radio Edit,*NSYNC
0.0479,0.647,3.188,0.87,0.0,0.0485,-4.702,0,165.103,0.906,0,It's Gonna Be Me,*NSYNC
0.44,0.468,4.058,0.535,0.0,0.101,-8.264,1,168.001,0.298,0,God Must Have Spent a Little More Time on You - Remix,*NSYNC
0.0743,0.754,3.33,0.946,0.000391,0.401,-2.149,0,112.042,0.865,0,I Want You Back - Radio Edit,*NSYNC
0.0412,0.841,2.925,0.866,0.0,0.212,-6.342,1,119.941,0.875,0,Pop - Radio Version,*NSYNC
0.00799,0.685,3.493,0.872,0.0,0.323,-6.939,1,110.046,0.806,0,Tearin' up My Heart - Radio Edit,*NSYNC
0.16,0.773,3.532,0.801,0.0,0.111,-5.562,1,98.205,0.8,0,As Long as You Love Me,Backstreet Boys
0.066,0.798,3.867,0.862,1.65e-06,0.168,-4.95,0,100.031,0.893,0,Quit Playing Games (With My Heart),Backstreet Boys
0.0877,0.527,4.784,0.578,0.0,0.155,-6.012,0,162.11,0.35,0,I'll Never Break Your Heart,Backstreet Boys
0.0563,0.729,4.58,0.561,0.0,0.0657,-7.162,1,95.981,0.395,0,All I Have to Give,Backstreet Boys
0.117,0.697,3.393,0.856,0.0,0.287,-4.439,0,104.202,0.732,0,The Call,Backstreet Boys
0.24,0.683,3.55,0.687,0.0,0.131,-5.833,0,99.035,0.486,0,I Want It That Way,Backstreet Boys
0.245,0.634,3.91,0.624,0.0,0.0767,-5.095,0,167.992,0.668,0,Show Me the Meaning of Being Lonely,Backstreet Boys
0.252,0.571,3.838,0.77,0.0,0.154,-5.46,1,96.09,0.529,0,Shape of My Heart,Backstreet Boys
0.0522,0.862,5.025,0.479,0.00126,0.589,-9.199,1,109.878,0.919,0,I'll Be Missing You (feat. 112),Diddy
0.397,0.66,4.48,0.707,0.0,0.211,-5.758,1,89.279,0.779,0,I Need A Girl (Part One) (feat. Usher & Loon),Diddy
0.31,0.596,3.876,0.661,0.0,0.0847,-6.239,0,129.491,0.864,0,Where the Party At,Jagged Edge
0.26,0.725,4.945,0.487,1.09e-05,0.431,-5.959,0,136.086,0.595,0,I Wanna Know,Joe
0.00819,0.651,3.87,0.645,0.0,0.0919,-6.741,1,96.394,0.668,0,Stay,Ne-Yo
0.273,0.699,3.453,0.592,0.0,0.202,-8.298,1,94.933,0.587,0,So Sick,Ne-Yo
0.304,0.654,3.7,0.564,0.0,0.107,-7.186,1,86.948,0.458,0,When You're Mad,Ne-Yo
0.265,0.622,3.681,0.503,0.000473,0.0596,-6.417,1,93.984,0.6,0,Sexy Love,Ne-Yo
0.117,0.634,5.521,0.528,2.26e-06,0.0565,-8.834,1,128.0,0.187,0,All My Life,K-Ci & JoJo
0.0786,0.779,4.234,0.711,2.4e-05,0.373,-4.054,1,96.472,0.857,0,Take Me There - Remix,Blackstreet
